274 33403
221 126 53
22 154 24
258 82 89
136 217 38
58 42 80
79 185 59
60 220 30
77 202 12
10 61 34
87 142 2
250 123 84
129 157 64
235 55 43
83 101 5
133 114 95
201 28 15
85 80 2
126 144 64
94 89 99
46 223 60
177 103 60
131 257 57
263 226 14
112 86 49
234 260 44
210 30 95
219 192 55
203 51 69
7 102 15
30 47 87
203 220 71
30 138 71
95 256 17
164 212 54
19 28 48
88 239 54
88 253 61
262 253 46
99 223 20
184 185 36
183 259 64
173 171 32
213 165 24
196 148 52
34 67 40
68 188 62
48 96 70
242 99 92
166 80 70
66 243 52
19 119 48
137 18 78
245 10 33
209 203 45
54 147 65
27 67 10
200 68 2
93 61 16
179 175 67
244 179 71
263 185 35
265 157 12
50 209 10
258 139 59
231 60 97
79 108 67
14 127 17
77 59 85
260 193 35
215 265 81
94 114 7
266 257 43
137 178 48
124 53 60
81 18 31
2 219 26
16 194 81
110 238 87
213 224 31
178 272 40
212 271 99
3 238 49
194 161 50
129 28 4
129 202 16
107 176 76
118 11 32
115 166 1
134 161 46
161 151 14
186 223 47
34 152 99
69 231 100
165 219 65
68 193 31
19 258 6
130 252 20
204 94 9
263 134 62
18 206 31
243 3 77
258 39 69
239 47 49
202 28 97
192 44 94
273 27 15
207 191 94
6 125 21
197 62 19
58 231 94
119 56 98
116 269 49
69 109 10
193 211 41
67 38 85
270 133 17
144 190 82
106 174 5
157 231 64
114 246 6
144 112 19
236 27 42
238 33 74
247 7 83
78 213 13
32 1 90
36 268 55
206 252 38
143 2 34
15 20 74
84 261 77
218 27 17
235 257 93
146 139 17
191 206 15
42 47 97
99 199 85
205 31 38
123 19 87
164 182 61
176 51 5
69 175 53
267 164 59
98 206 6
59 188 74
96 166 61
28 252 57
202 115 49
100 80 6
243 11 85
272 97 47
99 13 74
170 260 86
5 173 95
176 158 24
17 178 5
58 101 43
248 249 57
180 59 76
234 45 75
178 181 100
52 268 99
116 92 12
153 75 82
260 157 23
250 15 88
219 139 46
46 111 79
244 267 94
30 99 48
204 112 16
158 172 54
209 205 60
93 230 33
60 160 47
1 150 3
159 9 9
183 203 17
150 65 30
56 267 85
7 137 25
78 40 92
26 187 11
192 112 29
127 113 55
51 123 19
185 185 93
63 226 100
82 25 57
235 264 96
77 199 27
222 126 11
118 69 62
57 108 31
26 4 40
63 206 54
99 160 4
90 200 41
54 128 57
248 22 51
72 25 36
208 199 43
169 20 3
212 97 97
138 32 32
116 210 30
73 54 96
27 18 33
47 214 51
177 133 65
237 83 20
20 170 28
192 29 10
187 91 70
254 106 22
14 273 61
21 5 53
50 267 28
131 270 69
176 273 25
208 274 55
204 97 5
28 141 53
175 169 76
211 196 43
121 53 100
253 118 94
242 228 14
65 63 44
203 272 65
151 99 71
194 197 22
214 190 48
180 109 33
192 133 34
170 197 69
125 7 72
192 132 68
8 273 55
98 13 63
167 75 49
102 72 4
110 7 7
108 79 70
133 178 34
21 261 51
96 97 94
121 234 64
172 38 89
90 219 59
159 215 96
189 181 18
42 266 3
114 4 66
182 71 32
48 241 1
259 273 88
200 211 76
214 252 29
42 69 65
184 46 74
209 72 9
41 1 86
75 188 39
242 150 78
183 251 4
181 149 15
27 115 75
254 117 92
132 212 98
126 6 77
25 14 25
215 179 3
171 123 43
33 157 23
55 148 56
175 73 28
257 188 66
135 253 42
79 232 37
230 43 18
112 113 84
159 117 78
47 31 46
96 223 67
4 54 100
92 43 57
5 152 59
254 6 20
52 130 76
149 145 88
26 57 91
77 63 99
251 244 50
203 247 37
32 102 82
258 231 57
34 209 21
270 14 76
218 165 34
107 13 77
204 49 1
41 105 21
2 25 92
267 8 28
73 99 74
66 226 60
259 156 81
264 246 97
61 261 40
246 208 58
103 30 81
97 119 49
143 129 27
191 41 40
17 146 86
218 156 7
270 33 14
255 73 25
96 41 84
178 247 76
10 272 60
94 39 45
253 247 100
60 66 50
224 99 27
243 116 72
141 113 40
239 91 33
71 261 27
3 189 8
26 174 86
60 3 71
48 266 86
90 136 86
270 220 3
49 193 21
234 68 29
108 149 67
13 170 97
103 180 73
214 246 25
264 159 38
131 102 62
39 256 69
225 208 84
266 24 100
92 196 40
229 123 88
233 29 50
136 39 39
44 117 23
215 37 48
95 253 36
154 51 59
237 219 21
109 167 64
148 23 38
164 72 39
152 188 32
90 151 71
102 10 12
201 123 87
207 257 95
99 7 85
147 41 86
185 20 82
25 132 2
253 214 61
223 248 20
244 207 14
136 43 40
202 69 55
95 227 37
138 165 89
161 232 27
200 50 83
215 272 2
194 70 31
95 77 63
267 68 38
165 120 6
33 61 10
221 219 17
91 164 71
31 67 88
215 200 46
194 50 65
172 89 5
22 230 17
194 158 33
24 190 18
245 66 47
245 248 74
96 267 85
89 265 74
133 216 100
242 128 4
188 184 24
163 121 70
26 37 77
131 66 71
62 112 98
143 28 67
71 101 8
150 262 84
164 38 57
176 261 81
105 35 10
206 119 34
175 207 98
229 84 95
121 44 16
150 200 47
143 120 92
233 82 84
121 49 98
54 120 43
68 156 82
182 216 33
81 103 68
191 140 14
89 166 89
103 272 58
191 142 24
244 273 58
33 171 26
149 1 90
214 212 56
95 110 63
245 102 99
149 228 22
188 9 12
14 253 81
104 198 8
74 53 53
189 241 63
24 179 69
201 102 98
271 209 6
188 126 87
206 75 80
203 269 91
202 249 65
62 154 82
16 91 61
128 163 44
173 56 7
271 92 64
265 39 10
234 154 99
26 161 44
250 203 85
95 260 18
261 193 76
231 97 53
4 29 11
97 235 52
252 227 30
37 212 63
219 181 96
99 46 18
83 93 41
155 178 78
16 256 95
179 207 99
147 57 54
38 7 63
132 127 81
214 229 26
71 110 2
265 213 85
104 245 30
88 18 20
165 58 56
100 5 16
230 224 62
170 92 100
262 223 66
131 172 74
215 33 22
180 196 42
192 15 21
155 158 38
144 269 85
182 250 72
40 132 79
201 4 35
62 79 67
150 222 92
241 250 37
1 177 34
9 136 60
228 200 50
84 118 17
189 36 94
26 185 66
123 241 81
147 121 70
22 4 11
185 266 93
80 256 13
207 51 6
245 144 70
34 252 74
235 180 10
241 172 96
225 119 52
143 240 78
106 265 76
4 74 98
194 194 78
161 43 35
273 74 32
151 25 28
117 112 39
193 67 96
108 249 54
251 181 18
177 228 10
23 261 33
225 240 22
211 23 79
234 7 62
24 37 89
157 51 71
158 262 7
32 149 31
223 82 16
142 43 31
15 36 83
120 10 67
56 120 24
223 255 19
7 216 86
240 1 18
146 114 68
123 183 17
232 180 2
222 210 58
71 74 54
272 267 32
201 14 88
226 180 78
25 134 88
114 15 91
51 109 56
174 209 28
216 70 77
96 112 30
23 175 89
108 137 84
233 265 1
224 121 65
161 123 80
210 40 27
32 53 91
235 265 85
54 151 95
126 271 16
105 221 86
172 57 60
218 63 8
40 210 87
48 191 2
53 202 28
200 259 90
111 115 20
42 174 7
139 178 55
230 183 64
166 185 5
160 255 79
215 243 69
225 32 60
85 239 38
145 86 44
168 230 38
11 268 70
82 39 36
116 203 89
116 267 97
143 138 97
206 150 68
44 217 74
72 64 90
153 160 52
228 135 62
118 30 33
76 66 60
192 35 5
247 61 50
83 61 31
64 51 30
193 111 19
33 209 46
109 210 50
163 60 83
97 188 75
265 61 4
71 234 76
22 76 78
108 76 21
185 235 89
263 105 72
48 89 19
222 253 42
16 230 27
181 118 84
106 205 4
269 42 84
148 89 83
113 226 88
170 202 15
39 9 16
29 208 10
206 76 9
158 241 45
157 154 100
246 156 54
66 132 56
245 250 55
69 241 73
110 169 100
107 198 88
17 101 43
157 107 79
241 216 4
237 179 61
64 207 25
228 147 39
63 32 39
186 134 35
36 49 59
33 111 73
75 67 55
267 248 54
129 19 6
27 170 2
199 174 12
216 120 36
220 121 98
87 134 43
238 23 38
79 271 65
168 263 4
134 75 32
170 94 27
251 178 9
235 272 86
38 155 50
60 201 7
253 250 59
233 171 95
18 24 4
199 106 38
120 136 44
96 105 80
7 173 12
88 72 45
12 148 90
14 190 55
87 80 52
233 114 55
47 157 95
86 138 9
176 125 76
122 59 34
158 1 45
77 171 86
196 60 89
214 116 69
261 82 79
235 28 8
48 134 16
44 14 96
252 144 8
103 230 12
205 164 35
11 147 70
75 202 59
83 134 17
114 170 56
171 105 14
271 210 79
108 45 64
47 199 12
173 222 72
42 30 36
54 219 69
196 178 26
85 173 1
222 115 94
14 241 99
7 235 60
131 136 63
61 91 16
100 45 54
118 34 10
117 264 78
65 148 60
127 17 38
250 65 49
12 102 6
96 213 6
270 237 34
149 27 89
249 249 97
198 246 74
99 31 46
201 119 59
28 62 32
1 258 62
107 177 49
48 127 92
261 91 53
241 172 84
13 16 42
237 72 54
66 262 15
158 142 47
169 248 13
148 120 61
39 157 29
142 175 92
198 37 49
104 224 49
257 208 32
128 264 43
137 216 96
55 215 47
7 151 27
102 50 84
223 150 39
110 79 75
43 186 72
186 226 92
201 220 15
63 102 80
206 41 10
12 268 15
248 124 47
247 193 42
146 202 35
53 182 67
75 123 79
233 36 60
166 231 59
157 69 37
117 207 1
122 63 23
242 265 46
192 74 46
23 40 62
64 84 73
235 61 37
77 211 5
185 216 91
185 7 78
12 12 76
188 124 68
226 147 53
76 249 15
178 233 6
255 53 64
156 8 30
81 235 36
91 6 14
165 215 30
39 32 45
247 233 60
159 87 49
98 223 86
68 182 47
154 6 98
179 175 45
187 79 9
60 124 7
82 89 15
161 10 45
159 158 38
228 180 44
21 130 89
20 225 17
124 133 81
159 190 10
215 119 50
86 145 83
157 203 53
98 199 4
167 234 14
5 227 42
47 268 62
41 91 15
15 178 66
248 215 26
270 111 17
244 153 72
108 254 34
103 235 85
193 100 59
196 207 86
13 265 24
54 272 21
245 118 4
190 193 74
121 189 82
209 142 62
233 269 1
155 33 17
174 175 72
241 172 21
47 257 52
233 188 1
264 193 30
136 140 17
20 81 83
210 19 30
104 187 97
37 194 49
45 79 19
206 154 63
93 258 67
70 174 15
49 191 50
39 58 86
261 123 44
263 86 52
213 117 23
58 91 64
134 208 19
22 37 8
146 244 36
77 109 19
51 60 26
180 109 47
55 126 20
71 235 48
84 27 54
257 221 84
115 29 43
36 22 69
270 214 69
181 4 74
92 182 7
264 88 98
196 40 28
177 243 33
214 107 1
272 249 38
76 117 80
97 269 2
273 89 19
23 68 37
128 58 16
89 221 13
80 51 71
106 45 84
62 64 82
49 173 66
185 135 25
229 28 93
66 84 10
116 274 7
90 17 33
195 16 32
24 227 77
45 106 5
107 140 83
120 202 52
264 252 50
129 51 53
118 1 46
12 24 66
89 82 69
242 274 16
110 233 66
200 210 20
222 243 9
217 8 61
193 21 62
194 220 30
206 245 20
267 229 63
199 44 38
195 80 90
165 135 17
166 258 95
4 98 78
93 32 67
265 226 38
145 265 43
206 164 3
105 36 10
258 167 70
211 20 78
144 151 69
218 82 60
98 19 9
195 234 58
243 213 76
107 140 68
74 140 46
2 210 44
19 5 7
83 115 94
77 239 24
85 229 80
228 110 22
112 44 14
97 140 72
274 126 66
32 7 47
223 187 77
41 118 34
106 209 3
99 241 56
178 193 49
169 133 34
66 20 54
62 100 75
261 196 9
31 92 25
38 3 4
183 92 34
97 177 92
191 109 1
184 48 86
228 124 48
3 56 81
8 34 50
84 142 91
239 12 12
220 23 66
83 90 58
4 23 2
236 180 1
164 84 11
187 228 78
131 226 81
233 270 71
92 1 26
26 245 89
31 146 10
173 194 15
259 165 1
167 123 20
48 93 50
121 265 88
56 126 68
169 270 3
165 181 52
84 190 81
14 209 92
7 150 52
152 123 95
107 237 94
251 105 15
131 24 46
21 216 66
43 3 23
29 169 53
219 127 80
253 99 70
230 135 7
8 77 15
214 139 42
33 93 6
78 120 25
82 90 90
118 174 31
245 23 91
105 186 68
91 246 58
162 273 72
102 11 100
161 216 11
216 156 28
91 182 44
33 200 16
12 243 11
49 127 61
93 19 68
273 112 24
217 184 96
153 55 44
250 37 78
243 64 43
62 208 58
260 12 79
21 215 21
142 227 90
28 24 26
254 191 45
266 63 7
141 214 54
232 20 36
84 21 78
126 128 98
100 94 44
91 71 18
189 211 83
233 107 75
24 211 99
85 38 73
89 165 75
24 17 8
53 116 73
242 134 59
147 143 35
99 126 20
105 152 34
48 244 73
70 207 73
42 197 81
151 14 38
100 160 6
133 135 7
62 242 26
120 151 68
120 159 67
59 180 79
151 75 50
81 13 31
61 87 76
164 97 69
190 234 27
174 170 84
74 37 80
99 159 45
40 257 98
39 41 1
39 108 73
30 189 17
193 32 26
152 136 80
74 4 75
29 227 5
226 116 27
269 92 7
92 128 66
18 144 6
99 202 94
25 82 23
218 7 17
116 32 40
243 105 67
105 104 67
57 191 72
146 12 64
120 117 38
85 59 39
109 68 92
153 48 9
151 121 65
253 59 100
114 87 70
94 9 16
211 135 60
10 262 90
67 5 14
169 178 2
125 246 18
17 130 35
162 89 30
58 121 1
161 192 56
47 191 34
217 148 98
42 108 4
135 28 96
152 246 81
137 142 89
255 273 4
12 68 97
271 122 55
221 141 83
252 18 98
49 163 60
102 221 54
244 240 81
25 58 10
187 255 17
104 137 11
231 246 6
192 138 87
109 10 38
28 160 45
195 83 56
129 83 92
6 35 87
121 86 19
167 67 47
48 17 30
240 125 15
252 228 41
80 84 44
193 101 52
258 257 62
227 70 42
107 33 29
184 184 88
228 221 92
20 233 76
133 127 35
218 242 7
207 237 53
1 253 23
223 47 16
140 123 39
147 112 97
221 158 43
132 215 59
113 240 54
80 221 86
250 134 60
171 121 81
74 132 94
68 36 49
190 53 51
182 129 97
158 247 75
31 240 6
210 233 75
105 251 22
118 38 5
31 49 79
184 169 16
1 270 20
7 244 100
11 138 98
267 76 39
134 268 21
192 211 100
220 94 29
254 49 10
88 187 89
50 21 1
131 31 42
174 34 38
53 57 24
60 183 86
126 199 95
153 52 51
54 236 86
20 124 80
134 211 63
263 249 50
97 161 52
51 22 70
128 71 50
266 43 69
164 5 5
256 239 26
152 89 46
249 149 79
132 259 44
69 261 95
139 88 80
138 116 26
274 104 13
71 228 85
1 41 73
72 90 49
71 27 93
111 35 50
114 216 32
186 243 5
213 156 90
145 162 83
177 179 67
157 181 96
72 115 10
51 12 24
149 42 40
132 269 60
112 145 59
30 82 20
78 229 87
49 206 30
98 1 88
169 118 22
192 176 1
53 3 55
147 84 78
251 167 49
24 150 56
98 65 38
107 165 21
63 244 100
123 64 92
262 28 74
251 258 24
59 136 29
266 93 60
36 103 81
274 238 98
115 40 68
85 88 97
179 14 89
46 21 91
202 167 65
29 104 94
34 263 86
175 212 83
220 12 65
266 54 30
168 246 97
109 220 86
18 34 81
97 26 22
215 2 67
88 107 56
74 45 80
273 112 39
109 200 6
238 194 21
159 124 92
186 140 10
272 273 48
247 102 56
55 25 11
150 99 97
266 205 100
87 234 72
205 210 95
39 53 13
221 20 62
261 71 20
241 252 86
98 218 65
223 97 21
40 50 91
6 59 98
263 88 75
39 198 43
29 178 46
160 77 17
214 115 64
221 99 47
113 185 94
207 208 84
56 255 88
54 34 86
12 108 56
27 240 70
235 41 70
2 34 49
139 155 96
185 234 15
43 130 74
131 254 89
270 30 86
84 227 49
127 118 85
181 18 81
139 90 90
13 228 90
93 149 86
245 18 8
194 113 6
104 90 94
190 98 46
128 201 65
190 1 75
180 66 52
205 44 16
189 129 91
160 161 68
29 79 80
179 193 85
71 164 76
58 44 59
26 156 94
102 221 66
120 161 26
24 20 22
49 137 81
118 264 12
235 68 84
249 2 79
60 172 57
46 100 67
184 101 62
249 127 82
107 194 66
83 233 86
263 115 96
141 146 29
206 65 71
59 82 50
166 126 55
269 192 72
66 206 43
126 178 94
253 39 21
254 25 43
224 241 69
66 242 54
168 48 43
91 36 53
234 43 17
86 221 47
272 192 79
192 113 71
186 236 85
237 19 90
187 144 83
200 127 84
67 79 29
20 172 19
200 50 79
74 51 26
40 145 35
223 113 4
112 192 55
80 236 13
152 132 70
161 144 3
152 5 93
33 180 54
2 237 2
186 181 4
195 110 56
118 118 67
120 37 48
180 48 99
244 4 30
196 40 42
104 173 70
231 263 13
38 170 93
252 61 68
100 81 21
83 157 5
164 158 57
255 168 35
217 80 13
20 101 85
33 190 37
3 216 70
253 14 58
53 167 57
171 72 75
194 270 8
122 5 9
112 37 87
86 94 74
29 146 10
168 175 69
29 229 16
37 24 93
177 176 13
66 251 58
130 248 2
163 71 54
67 200 3
180 256 50
139 100 67
230 158 62
179 79 37
22 204 59
163 42 41
139 176 28
247 43 13
197 125 44
168 33 91
234 50 48
77 85 42
273 176 44
126 229 71
250 184 57
73 21 13
40 142 7
18 68 28
145 177 79
84 86 81
227 202 87
254 201 43
166 259 81
10 245 42
234 111 26
176 179 9
215 27 51
145 68 1
265 45 29
100 5 91
4 124 42
152 195 91
181 265 53
78 28 68
179 194 32
20 58 39
42 4 12
109 84 79
192 255 49
88 126 22
116 255 34
237 23 77
255 138 59
238 8 62
211 63 20
200 24 53
225 195 30
115 83 73
86 267 10
150 166 46
108 258 72
16 237 18
17 58 84
211 26 24
244 168 87
33 93 40
126 254 7
71 261 74
262 101 23
156 110 63
108 78 81
212 179 39
254 120 66
120 73 76
26 158 53
244 48 20
53 36 81
127 105 45
258 46 84
155 39 53
148 50 14
107 224 56
141 97 67
91 262 11
163 213 99
263 87 47
12 195 99
57 171 97
161 132 65
191 22 9
90 9 29
51 219 94
52 47 32
193 82 35
227 265 66
48 54 38
206 73 61
254 11 69
26 86 66
227 268 11
84 175 74
134 8 62
111 30 91
203 45 74
70 136 64
23 184 2
249 178 77
238 182 78
27 114 63
223 131 30
178 177 81
71 191 53
273 261 98
122 190 18
140 23 78
86 203 77
212 183 82
150 25 34
182 192 11
238 230 25
40 189 52
24 100 81
101 174 21
90 12 100
232 6 13
35 245 3
184 2 3
174 246 17
100 237 85
103 217 25
87 163 88
187 182 96
187 136 98
204 173 39
160 55 83
263 270 12
148 97 20
125 58 76
197 272 47
220 251 6
223 149 97
134 262 91
44 19 45
132 20 89
177 117 97
47 48 98
164 175 37
206 32 39
221 185 91
152 227 7
258 28 5
84 168 15
222 185 9
240 256 15
193 189 70
105 176 64
190 56 3
149 80 39
176 89 48
68 99 17
194 65 37
140 93 3
156 97 84
102 11 73
25 99 2
260 84 21
52 75 57
263 119 97
188 104 8
222 253 6
68 156 77
249 104 72
151 260 72
100 179 100
190 47 69
182 70 63
10 6 96
267 82 28
183 234 66
225 177 29
6 202 10
238 120 65
25 113 100
49 32 41
186 115 100
257 90 1
83 166 55
268 161 25
126 73 92
83 144 42
181 222 65
213 223 18
34 57 73
138 65 64
213 189 32
137 226 34
99 25 51
121 261 17
160 150 57
82 36 25
271 269 54
272 19 33
135 243 44
173 274 56
91 81 47
239 56 16
27 61 88
182 37 34
199 167 94
114 87 1
135 246 22
148 218 91
253 121 32
240 218 93
5 66 66
44 2 26
16 96 79
121 246 95
107 260 53
52 41 1
63 274 74
251 225 29
266 192 30
225 107 92
95 237 72
25 58 3
209 179 66
243 2 7
22 54 23
245 4 15
221 171 74
213 211 53
257 217 74
39 238 97
149 153 87
77 51 10
96 26 18
99 117 80
152 119 84
225 132 49
231 78 84
215 182 76
256 85 20
260 84 74
163 111 80
258 155 86
25 250 49
211 5 89
170 35 52
90 207 18
86 6 65
90 141 12
248 174 49
108 53 63
124 163 94
161 138 100
32 198 34
252 109 45
63 174 15
224 185 61
68 219 61
197 102 22
49 163 77
11 257 95
221 22 30
97 204 1
48 156 40
269 71 90
269 80 17
202 33 11
190 263 79
234 264 18
32 162 4
247 148 47
39 89 74
204 167 100
146 183 50
93 54 93
272 255 6
102 159 40
67 124 78
179 228 25
245 72 89
42 88 20
265 114 47
83 121 57
86 219 23
209 180 60
93 38 43
108 190 13
263 209 39
53 166 74
231 187 45
127 127 58
145 38 78
206 29 20
71 158 44
17 85 14
123 226 29
134 1 32
224 183 13
64 188 82
129 133 15
264 86 36
230 134 84
92 209 35
207 38 54
127 113 66
108 256 75
22 145 9
188 138 73
42 59 78
101 230 38
114 114 69
120 236 82
65 85 62
132 19 6
262 206 75
9 214 91
67 64 49
252 82 72
121 221 100
234 132 58
44 182 96
58 65 92
116 253 97
150 225 69
63 63 57
39 172 87
226 43 75
89 153 48
117 142 76
221 68 45
225 248 80
83 175 70
100 44 27
199 218 40
218 141 66
242 188 30
233 93 13
230 254 21
203 110 79
1 3 30
206 198 59
122 183 95
40 51 70
202 138 67
55 84 82
139 30 1
270 27 28
51 251 19
44 252 100
204 229 44
259 170 62
17 109 20
247 112 17
89 254 21
60 48 20
6 216 54
62 156 92
190 115 20
266 17 17
176 153 43
225 100 35
243 186 54
170 94 74
81 159 36
145 231 67
